SARO NUMBER,AMOUNT,APPROVED DATE,RELEASED DATE,DEPARTMENT,AGENCY,OPERATING UNIT,PURPOSE,REMARKS
SARO-LGRCB-20-0000842,"289,089.00",02/17/2020 07:48:40,02/26/2020 16:29:40,11 - Department of Finance (DOF),005 - Bureau of the Treasury,0100000 - Central Office,To cover the payment of the Terminal Leave Benefits of personnel devolved to the Local Government Units per attached Schedule A.,
SARO-ROIX-20-0000841,"47,688.00",02/14/2020 18:52:40,02/14/2020 21:51:13,07 - Department of Education (DepEd),001 - Office of the Secretary,0809002 - Division of Zamboanga del Sur,"To cover the Terminal Leave Benefits (TLB) of Ms. Alicia M. Pacas, former Teacher III, per attached List of Actual Retirees to be Paid (LARP) No. 2019-10-072",
SARO-ROIX-20-0000840,.00,02/14/2020 18:50:31,02/14/2020 21:51:13,07 - Department of Education (DepEd),001 - Office of the Secretary,0809002 - Division of Zamboanga del Sur,"To effect modification in the appropriation to cover Terminal Leave Benefits (TLB) of Ms. Alicia M. Pacas, former Teacher III",
SARO-ROIX-20-0000839,"157,956.00",02/14/2020 18:42:52,02/14/2020 21:51:13,07 - Department of Education (DepEd),001 - Office of the Secretary,0809002 - Division of Zamboanga del Sur,"To cover the Terminal Leave Benefits (TLB) of Ms. Aureliana O. Matapa, former Teacher III, per attached List of Actual Retirees to be Paid (LARP) No. 2019-10-066",
SARO-ROIX-20-0000838,.00,02/14/2020 18:41:59,02/14/2020 21:51:13,07 - Department of Education (DepEd),001 - Office of the Secretary,0809002 - Division of Zamboanga del Sur,To effect modification in the appropriation to cover Terminal Leave Benefits (TLB) of Aureliana O. Matapa former Teacher III,
SARO-ROIX-20-0000837,"12,955.00",02/14/2020 18:16:44,02/14/2020 21:51:13,18 - Department of Public Works and Highways (DPWH),001 - Office of the Secretary,0300009 - Regional Office IX - Proper,"To cover the Terminal Leave Benefits (TLB) of Mr. Efren N. Garcia, former Mechanic I, per attached List of Actual Retirees to be Paid (LARP) No. 2020-02-002",
SARO-ROIX-20-0000836,"65,923.00",02/14/2020 18:10:30,02/14/2020 21:51:13,18 - Department of Public Works and Highways (DPWH),001 - Office of the Secretary,1800145 - Zamboanga Sibugay 2nd District Engineering Office,"To cover the Terminal Leave Benefits (TLB) of Mr. Romeo C. Oliva, former Construction and Maintenance Capataz, per attached List of Actual Retirees to be Paid (LARP) No. 2019-12-004",
SARO-ROIX-20-0000835,"135,063.00",02/14/2020 18:09:50,02/14/2020 21:51:13,07 - Department of Education (DepEd),001 - Office of the Secretary,0809002 - Division of Zamboanga del Sur,To cover the Terminal Leave Benefits of two (2) retirees per attached List of Actual Retirees to be Paid (LARP) Nos. 2020-01-016 and 2020-01-010,
SARO-ROIX-20-0000834,.00,02/14/2020 18:08:24,02/14/2020 21:51:13,07 - Department of Education (DepEd),001 - Office of the Secretary,0809002 - Division of Zamboanga del Sur,"To effect modification in the appropriation to cover Terminal Leave Benefits (TLB) of Rolando T. Dagumo and Roseminda P. Catoc, both former Teacher II",
SARO-ROIX-20-0000833,"225,145.00",02/14/2020 17:56:24,02/14/2020 21:51:13,18 - Department of Public Works and Highways (DPWH),001 - Office of the Secretary,1800145 - Zamboanga Sibugay 2nd District Engineering Office,"To cover the Terminal Leave Benefits (TLB) of Mr. Romeo C. Oliva, former Construction and Maintenance Capataz, per attached List of Actual Retirees to be Paid (LARP) No. 2019-12-004",
SARO-ROVIII-20-0000832,"8,557.00",02/14/2020 17:10:30,02/21/2020 10:08:21,07 - Department of Education (DepEd),001 - Office of the Secretary,0808009 - Division of Calbayog City,To cover the Terminal Leave Benefits (TLB) of Julio A. Cruda per attached List of Actual Retirees to be Paid (LARP),
SARO-ROVIII-20-0000831,"742,412.00",02/14/2020 16:44:05,02/20/2020 14:31:27,08 - State Universities and Colleges (SUCs),076 - Leyte Normal University,0000000 - Leyte Normal University,To cover funding requirement for terminal leave benefits of Ms. Maria Victoria A. Diaz,
SARO-CAR-20-0000830,"533,572.00",02/14/2020 16:18:06,02/17/2020 11:34:04,18 - Department of Public Works and Highways (DPWH),001 - Office of the Secretary,1800029 - Lower Kalinga District Engineering Office,"Release of allotment to cover the Terminal Leave Benefit of Mr. Ernesto O. Vecaldo, former Engineer III, compulsory retiree.",
SARO-ROVI-20-0000829,"294,568.00",02/14/2020 16:08:15,02/14/2020 17:49:23,07 - Department of Education (DepEd),001 - Office of the Secretary,0806001 - Division of Aklan,Release of funds to cover the terminal leave benefits of two optional retirees (Porferio Cabindol and Teresita S. Rimano) in the Division of Aklan (DMS Ref. No. 2020-ROVI-0019610).,
SARO-BMB-A-20-0000828,"10,000,000,000.00",02/14/2020 14:34:15,02/17/2020 16:51:27,11 - Department of Finance (DOF),005 - Bureau of the Treasury,0100000 - Central Office,To cover the FY 2020 net lending to Government-Owned and/or Controlled Corporations.,
SARO-BMB-A-20-0000827,"450,964,000,000.00",02/14/2020 14:33:44,02/17/2020 16:51:09,11 - Department of Finance (DOF),005 - Bureau of the Treasury,0100000 - Central Office,To cover the FY 2020 interest payments on foreign and domestic indebtedness of the National Government.,
SARO-NCR-20-0000826,"26,009.00",02/14/2020 14:33:28,02/14/2020 15:21:17,07 - Department of Education (DepEd),001 - Office of the Secretary,0813013 - Division of Quezon City,To release the allotment to cover the funding requirements for the terminal leave benefits of Mr. Benhur T. Tomas.,
SARO-BMB-A-20-0000825,"582,088,000,000.00",02/14/2020 14:33:14,02/17/2020 16:50:45,11 - Department of Finance (DOF),005 - Bureau of the Treasury,0100000 - Central Office,To cover the Fiscal Year 2020 principal amortization of foreign and domestic indebtedness of the National Government.,
SARO-BMB-B-20-0000824,"1,866,538.00",02/14/2020 11:55:53,02/18/2020 17:33:34,16 - Department of Labor and Employment (DOLE),004 - National Labor Relations Commission,0100000 - Central Office,"To cover the requirement for Terminal Leave Benefits of DOLE-National Labor Relations Commission retirees per attached Annex ""B"".",
SARO-ROVI-20-0000823,"512,477.00",02/14/2020 11:33:53,02/14/2020 16:17:16,07 - Department of Education (DepEd),001 - Office of the Secretary,0906149 - Jamindan National High School,"Release of allotment to cover Terminal Leave Benefits of Mr. Arnulfo S. Valzado, optional retiree.",
SARO-ROVI-20-0000822,"1,270,786.00",02/14/2020 11:25:17,02/14/2020 16:17:16,07 - Department of Education (DepEd),001 - Office of the Secretary,0806014 - Division of Passi City,Release of allotment to cover Terminal Leave Benefits of Retirees (Milagrosa Cabayao and Teresita Arellano) per LARP Nos. 2020-01-001 and 2020-01-002. (DMS Ref. No. 2020-ROVI-0019305),
SARO-BMB-A-20-0000821,"23,047,602.00",02/14/2020 10:25:12,02/18/2020 17:44:44,38 - Department of Transportation (DOTr),006 - Philippine Coast Guard,0100000 - Central Office,To cover payment of the Retirement Gratuity and Terminal Leave Benefits of fourteen (14) optional retirees per Attachment I.,
SARO-BMB-A-20-0000820,"1,118,802.00",02/14/2020 10:22:46,02/26/2020 16:28:52,11 - Department of Finance (DOF),002 - Bureau of Customs,0100000 - Central Office,"Release of funds to cover the payment of terminal leave benefits of Ms. Nomie V. Gonzales, compulsory retiree of DOF-BOC per attached List of Actual Retirees to be Paid (LARP), Annex B.",
SARO-ROI-20-0000819,"170,666.00",02/14/2020 09:00:24,02/17/2020 11:18:12,07 - Department of Education (DepEd),001 - Office of the Secretary,0801009 - Division of Dagupan City,"To cover payment of Terminal Leave Benefits of Ms. Jesusa T. De Guzman, retired employee.",
SARO-ROI-20-0000818,"27,149.00",02/14/2020 08:59:48,02/17/2020 11:18:12,07 - Department of Education (DepEd),001 - Office of the Secretary,0901506 - Palina East National High School,"To cover payment of Terminal Leave Benefits of Ms. Dolores B. Sirineo, retired employee.",
SARO-ROII-20-0000817,"1,341,835.00",02/14/2020 08:23:27,02/14/2020 10:54:16,13 - Department of Health (DOH),001 - Office of the Secretary,1400024 - Cagayan Valley Medical Center,To cover the terminal leave benefits of seven (7) optional retirees of the hospital listed below.,
SARO-ROII-20-0000816,"597,789.00",02/14/2020 07:10:52,02/14/2020 10:54:16,07 - Department of Education (DepEd),001 - Office of the Secretary,0902080 - Pamplona National School of Fisheries,"To cover payment for the Terminal Leave Benefits of Mr. Loreto B. Oli, optional retiree.",
SARO-CAR-20-0000815,"41,068.00",02/13/2020 17:39:37,02/14/2020 11:53:43,07 - Department of Education (DepEd),001 - Office of the Secretary,0914224 - Eastern Bontoc National Agricultural Vocational High School,Release of allotment to cover the FY 2020 Retirement and Life Insurance Premiums (RLIP) requirements of filled two (2) vacant positions.,
SARO-ROIX-20-0000814,"158,209.00",02/13/2020 17:29:50,02/14/2020 19:25:54,18 - Department of Public Works and Highways (DPWH),001 - Office of the Secretary,1800140 - Zamboanga del Norte 1st District Engineering Office,"To cover the Terminal Leave Benefits of Ms. Beatriz S. Realiza, former Administrative Assistant I per attached List of Actual Retirees to be Paid (LARP) No. 2019-01-001",
SARO-ROIII-20-0000813,"26,493.00",02/13/2020 16:18:31,02/17/2020 10:20:28,18 - Department of Public Works and Highways (DPWH),001 - Office of the Secretary,1800053 - Tarlac District Engineering Office,Funding requirement for the Terminal Leave Benefits of the late Mr. Danilo C. Viscara.,
SARO-ROIII-20-0000812,"1,395,862.00",02/13/2020 16:17:23,02/17/2020 10:25:03,08 - State Universities and Colleges (SUCs),030 - Central Luzon State University,0000000 - Central Luzon State University,Funding requirement for the Terminal Leave Benefits of six (6) optional retirees.,
SARO-ROX-20-0000811,"106,950.00",02/13/2020 15:31:16,02/14/2020 13:39:26,08 - State Universities and Colleges (SUCs),092 - University of Science and Technology of Southern Philippines Cagayan de Oro Campus,0000000 - University of Science and Technology of - Southern Philippines - Cagayan de Oro Campus,"To cover payment for Terminal Leave Benefit (TLB) of Ms. Rosalinda C. Cabello, optional retiree.",
SARO-ROX-20-0000810,"112,284.00",02/13/2020 15:30:34,02/21/2020 09:06:36,18 - Department of Public Works and Highways (DPWH),001 - Office of the Secretary,1800155 - Misamis Occidental District Engineering Office,"Release of allotment to cover payment for terminal leave benefit of Mr. Cipriano V. Pioquinto, optional retiree per List of Actual Retirees To Be Paid Terminal Leave Benefits Batch No. 2020-01-001.",
SARO-ROX-20-0000809,"13,941.00",02/13/2020 15:29:48,02/14/2020 13:39:26,07 - Department of Education (DepEd),001 - Office of the Secretary,0910175 - Salay National High School,"To cover payment for terminal leave benefits of Ms. Fe P. Vallar, optional retiree.",
SARO-ROX-20-0000808,"744,375.00",02/13/2020 15:29:02,02/14/2020 13:39:26,07 - Department of Education (DepEd),001 - Office of the Secretary,0810008 - Division of Gingoog City,To cover payment for Terminal Leave Benefits (TLB) of three (3) optional retirees per attached List of actual Retirees to be Paid (Annex B).,
SARO-ROIX-20-0000807,"869,000.00",02/13/2020 15:23:16,02/14/2020 19:25:54,13 - Department of Health (DOH),001 - Office of the Secretary,1400057 - Margosatubig Regional Hospital,"To cover the Terminal Leave Benefits (TLB) of Amelia A. Macabada, former Social Welfare Officer IV, per attached List of Actual Retirees to be Paid (LARP) No. 2020-01-003",
SARO-ROIX-20-0000806,"365,037.00",02/13/2020 15:22:08,02/14/2020 19:25:54,13 - Department of Health (DOH),001 - Office of the Secretary,1400057 - Margosatubig Regional Hospital,"To cover the Terminal Leave Benefits (TLB) of Amelia A. Macabada, former Social Welfare Officer IV, per attached List of Actual Retirees to be Paid (LARP) No. 2020-01-003",
SARO-ROIII-20-0000805,"331,033.00",02/13/2020 15:14:02,02/19/2020 17:23:12,08 - State Universities and Colleges (SUCs),028 - Bulacan Agricultural State College,0000000 - Bulacan Agricultural State College,"Release of allotment to cover the Terminal Leave Benefits (TLB) of three (3) retirees as shown in Annex ""A"".",
SARO-ROIII-20-0000804,"1,616,250.00",02/13/2020 15:13:20,02/19/2020 17:23:12,07 - Department of Education (DepEd),001 - Office of the Secretary,0903093 - F. F. Halili National Agricultural School,Release of allotment to cover the Terminal Leave Benefits (TLB) of Mr. Rolando A. Zalsos and Ms. Josefina G. Santos.,
SARO-BMB-B-20-0000803,.00,02/13/2020 14:19:46,02/18/2020 17:43:44,13 - Department of Health (DOH),001 - Office of the Secretary,1400002 - Rizal Medical Center,Issuance of memo entry to augment the payment of terminal leave benefits of three (3) former employees of DOH-Rizal Medical Center as reflected in the attached Annex B.,
SARO-ROXIII-20-0000802,"201,438.00",02/13/2020 14:18:15,02/17/2020 08:56:42,07 - Department of Education (DepEd),001 - Office of the Secretary,0816006 - Division of Surigao del Sur,To cover payment of terminal leave benefits of Ms. Marialinda P. Villarina.,
SARO-ROXIII-20-0000801,"256,104.00",02/13/2020 14:17:27,02/17/2020 08:44:55,13 - Department of Health (DOH),001 - Office of the Secretary,1400065 - Caraga Regional Hospital,"Release of allotment for the Terminal Leave Benefits of Ms. Jean M. Mozol, an optional retiree under RA 8291.",
SARO-BMB-A-20-0000800,"813,022.00",02/13/2020 13:41:32,02/14/2020 17:14:03,24 - National Economic and Development Authority (NEDA),001 - Office of the Director-General,0100000 - Central Office,Release of funds to cover payment of terminal leave benefits of four (4) optional retirees per Annex B.,
SARO-BMB-A-20-0000799,"550,807.00",02/13/2020 13:41:02,02/14/2020 17:13:44,24 - National Economic and Development Authority (NEDA),001 - Office of the Director-General,0100000 - Central Office,Release of funds to cover payment of terminal leave benefits of four (4) optional retirees per Annex B.,
SARO-BMB-D-20-0000798,"608,000.00",02/13/2020 12:08:08,02/18/2020 17:29:54,14 - Department of the Interior and Local Government (DILG),001 - Office of the Secretary,0100000 - Central Office,"To cover the funding requirements for the payment of death benefit claims of barangay officials who died during their terms of office, as indicated in Schedules A to E.",
SARO-ROI-20-0000797,"417,635.00",02/13/2020 10:51:27,02/14/2020 09:44:45,08 - State Universities and Colleges (SUCs),011 - Mariano Marcos State University,0000000 - Mariano Marcos State University,"To cover payment of Terminal Leave Benefits of Ms. Marilyn M. Racca, retired employee.",
SARO-ROI-20-0000796,"71,678.00",02/13/2020 10:50:46,02/14/2020 09:44:45,08 - State Universities and Colleges (SUCs),011 - Mariano Marcos State University,0000000 - Mariano Marcos State University,"To cover payment of Terminal Leave Benefits of Mr. Pacifico P. Plata, retired employee.",
SARO-BMB-D-20-0000795,"1,383,958.00",02/13/2020 10:20:38,02/26/2020 17:23:39,29 - The Judiciary (JUD),004 - Court of Appeals,0000000 - Court of Appeals,To cover the funding requirements for the payment of terminal leave benefits per attached Schedule D.,
SARO-BMB-E-20-0000794,"1,195,676.00",02/13/2020 09:40:15,02/14/2020 17:12:02,10 - Department of Environment and Natural Resources (DENR),001 - Office of the Secretary,0200004 - Ecosystems Research and Development Bureau (ERDB),"To cover payment of monetization of leave credits of DENR Assistant Secretary Corazon C. Davis, DENR-OSEC-CO employee per attached Schedule I, pursuant to Section 50 of the General Provisions of the FY 2019 GAA.",
SARO-ROV-20-0000793,"76,796.00",02/13/2020 09:11:07,02/13/2020 14:58:47,13 - Department of Health (DOH),001 - Office of the Secretary,1400036 - Bicol Medical Center,Release of allotment to cover the funding requirements for the Terminal Leave and Benefits (TLB) of two (2) optional retirees.,
SARO-CAR-20-0000792,"1,018,823.00",02/13/2020 09:10:11,02/13/2020 16:58:38,07 - Department of Education (DepEd),001 - Office of the Secretary,0914002 - Abra High School,Release of allotment to cover funding requirements for deficiency in authorized personnel benefits for FY 2020 due to filling up of two (2) vacant positions.,
SARO-CAR-20-0000791,"96,142.00",02/13/2020 09:09:23,02/13/2020 16:58:38,07 - Department of Education (DepEd),001 - Office of the Secretary,0914236 - Mt. Province General Comprehensive High School,Release of allotment to cover the Retirement and Life Insurance Premiums requirements due to filled five (5) vacant positions.,
SARO-CAR-20-0000790,"781,342.00",02/13/2020 09:08:59,02/13/2020 16:58:38,07 - Department of Education (DepEd),001 - Office of the Secretary,0914236 - Mt. Province General Comprehensive High School,Release of allotment to cover the funding requirements for deficiency in authorized personnel benefits for FY 2020 due to the filling up of five (5) vacant positions.,
SARO-CAR-20-0000789,.00,02/13/2020 09:08:28,02/13/2020 16:58:38,07 - Department of Education (DepEd),001 - Office of the Secretary,0914236 - Mt. Province General Comprehensive High School,To effect modification in appropriation to cover any Personnel Services (PS) deficiency in authorized personnel benefits for FY 2020 due to filled five (5) vacant positions.,
SARO-CAR-20-0000788,"119,217.00",02/13/2020 09:01:43,02/13/2020 16:58:38,07 - Department of Education (DepEd),001 - Office of the Secretary,0914253 - Tadian School of Arts and Trades,Release of allotment to cover the Retirement and Life Insurance Premiums (RLIP) requirements  for FY 2020 of  filled four (4) vacant positions.,
SARO-CAR-20-0000787,"1,343,548.00",02/13/2020 09:01:20,02/13/2020 16:58:38,07 - Department of Education (DepEd),001 - Office of the Secretary,0914253 - Tadian School of Arts and Trades,Release of allotment to cover the funding requirements for deficiency in authorized personnel benefits for FY 2020 due to filled four (4) vacant positions.,
SARO-CAR-20-0000786,.00,02/13/2020 09:00:52,02/13/2020 16:58:38,07 - Department of Education (DepEd),001 - Office of the Secretary,0914253 - Tadian School of Arts and Trades,To effect modification in the appropriation to cover any Personnel Services (PS) deficiency in authorized personnel benefits for FY 2020 due to filled four (4) vacant positions.,
SARO-CAR-20-0000785,"94,851.00",02/13/2020 08:54:39,02/13/2020 16:58:38,07 - Department of Education (DepEd),001 - Office of the Secretary,0914002 - Abra High School,Release of allotment to cover the Retirement and Life Insurance Premiums requirements of two (2) filled vacant positions.,
SARO-CAR-20-0000784,.00,02/13/2020 08:53:10,02/13/2020 16:58:38,07 - Department of Education (DepEd),001 - Office of the Secretary,0914002 - Abra High School,To effect modification in the appropriation to cover any Personnel Services (PS) deficiency in authorized personnel benefits for FY 2020 due to filled two (2) vacant positions.,
SARO-BMB-D-20-0000783,"40,314.00",02/13/2020 08:41:04,02/26/2020 16:41:24,15 - Department of Justice (DOJ),002 - Bureau of Corrections,0700001 - New Bilibid Prison/Correctional Institute for Women,To cover the funding requirements for the payment of terminal leave benefits per attached Schedule A.,
SARO-BMB-D-20-0000782,"2,124,974.00",02/13/2020 08:37:20,02/26/2020 16:38:08,15 - Department of Justice (DOJ),002 - Bureau of Corrections,0700001 - New Bilibid Prison/Correctional Institute for Women,To cover the funding requirements for the payment of terminal leave benefits per attached Schedules A to C.,
SARO-BMB-D-20-0000781,"19,612,267.00",02/13/2020 08:34:33,02/21/2020 16:23:29,17 - Department of National Defense (DND),008 - Philippine Air Force ( Air Forces ),0000000 - Philippine Air Force ( Air Forces ),To cover the funding requirements of terminal leave benefits for military retirees per attached Schedule A.,
SARO-BMB-D-20-0000780,"1,094,253.00",02/13/2020 08:33:49,02/26/2020 17:22:57,29 - The Judiciary (JUD),004 - Court of Appeals,0000000 - Court of Appeals,To cover the funding requirements for the payment of terminal leave benefits per attached Schedules A to C.,
SARO-ROII-20-0000779,"736,192.00",02/13/2020 07:41:32,02/13/2020 16:15:11,07 - Department of Education (DepEd),001 - Office of the Secretary,0902063 - Itawes National Agriculture and Technological School,To cover the funding requirements for deficiency in authorized personnel benefits for FY 2020.,
SARO-ROII-20-0000778,.00,02/13/2020 07:41:01,02/13/2020 16:15:11,07 - Department of Education (DepEd),001 - Office of the Secretary,0902063 - Itawes National Agriculture and Technological School,To effect modification in appropriation to cover the funding requirements for deficiency in authorized personnel benefits for FY 2020.,
SARO-ROII-20-0000777,"19,051.00",02/13/2020 07:32:25,02/13/2020 16:15:11,07 - Department of Education (DepEd),001 - Office of the Secretary,0902008 - Abulug National Rural and Vocational High School,To cover the RLIP requirements for deficiency in authorized personnel benefits for FY 2020.,
SARO-ROII-20-0000776,"272,202.00",02/13/2020 07:31:58,02/13/2020 16:15:11,07 - Department of Education (DepEd),001 - Office of the Secretary,0902008 - Abulug National Rural and Vocational High School,To cover the funding requirements for deficiency in authorized personnel benefits for FY 2020.,
SARO-ROII-20-0000775,"717,737.00",02/13/2020 07:29:21,02/13/2020 16:15:11,07 - Department of Education (DepEd),001 - Office of the Secretary,0902089 - Sanchez Mira School of Arts and Trades,To cover the funding requirements for deficiency in authorized personnel benefits for FY 2020.,
SARO-ROII-20-0000774,"126,254.00",02/13/2020 07:28:00,02/13/2020 16:15:11,07 - Department of Education (DepEd),001 - Office of the Secretary,0902063 - Itawes National Agriculture and Technological School,To cover RLIP requirements for deficiency in authorized personnel benefits for FY 2020.,
SARO-ROII-20-0000773,"717,739.00",02/13/2020 07:26:48,02/13/2020 16:15:11,07 - Department of Education (DepEd),001 - Office of the Secretary,0902063 - Itawes National Agriculture and Technological School,To cover the funding requirements for deficiency in authorized personnel benefits for FY 2020.,
SARO-ROII-20-0000772,"60,034.00",02/13/2020 07:25:47,02/13/2020 16:15:11,07 - Department of Education (DepEd),001 - Office of the Secretary,0902089 - Sanchez Mira School of Arts and Trades,To cover the RLIP requirements for deficiency in authorized personnel benefits for FY 2020.,
SARO-ROII-20-0000771,"253,026.00",02/13/2020 07:25:08,02/13/2020 16:15:11,18 - Department of Public Works and Highways (DPWH),001 - Office of the Secretary,1800034 - Cagayan 3rd District Engineering Office,To cover the RLIP requirements for deficiency in authorized personnel benefits for FY 2020.,
SARO-ROII-20-0000770,"2,743,362.00",02/13/2020 07:24:38,02/13/2020 16:15:11,18 - Department of Public Works and Highways (DPWH),001 - Office of the Secretary,1800034 - Cagayan 3rd District Engineering Office,To cover the funding requirements for deficiency in authorized personnel benefits for FY 2020.,
SARO-BMB-C-20-0000769,"64,846.00",02/12/2020 18:25:04,02/27/2020 17:18:26,06 - Department of Budget and Management (DBM),002 - Government Procurement Policy Board-Technical Suppor Office,0000000 - Government Procurement Policy t Board-Technical Support Office,To cover the terminal leave benefit claim of Mr. Val Cyrus R. Cerdiña.,
SARO-BMB-B-20-0000768,"20,598.00",02/12/2020 18:01:42,03/06/2020 17:24:02,16 - Department of Labor and Employment (DOLE),010 - Overseas Workers Welfare Administration,0100000 - Central Office,"To cover the requirement for Terminal Leave Benefits of Mr. Jesus C. Manlapaz Jr., former Administrative Aide IV of DOLE - Overseas Workers Welfare Administration.",
SARO-BMB-B-20-0000767,"674,245.00",02/12/2020 17:59:44,02/18/2020 17:42:32,13 - Department of Health (DOH),001 - Office of the Secretary,1400002 - Rizal Medical Center,"To cover the payment of terminal leave benefits of three (3) former employees of DOH-Rizal Medical Center as reflected in the attached Annex ""B"".",
SARO-BMB-B-20-0000766,"169,559.00",02/12/2020 17:55:39,02/17/2020 16:53:53,13 - Department of Health (DOH),001 - Office of the Secretary,0100000 - Central Office,"To cover payment of terminal leave benefits of Ms. Doha Mae Laurisse Manalo, former Rural Health Physician of DOH-Office of the Secretary (Central Office) as reflected in the attached Annex ""B"".",
SARO-ROVI-20-0000765,"2,565,478.00",02/12/2020 17:21:57,02/17/2020 18:01:38,08 - State Universities and Colleges (SUCs),065 - Northern Negros State College of Science and Technology,0000000 - Northern Negros State College of Science and Technology,Release of allotment to cover the grant of FY 2018 Performance-Based Bonus of 152 eligible personnel.,
SARO-BMB-C-20-0000764,"6,295,375.00",02/12/2020 17:21:22,02/19/2020 17:42:53,32 - Commission on Elections (COMELEC),000 - Commission on Elections (COMELEC),0100000 - Central Office,To cover the payment of of terminal leave benefit claims of retirees per attachment 1.,
SARO-ROVI-20-0000763,"85,491.00",02/12/2020 17:07:56,02/17/2020 18:01:38,08 - State Universities and Colleges (SUCs),061 - Guimaras State College,0000000 - Guimaras State College,To cover any RLIP deficiency in authorized personnel benefits for FY 2020.,
SARO-ROVI-20-0000762,"860,999.00",02/12/2020 16:47:11,02/17/2020 18:01:38,08 - State Universities and Colleges (SUCs),061 - Guimaras State College,0000000 - Guimaras State College,To cover any PS deficiency in authorized personnel benefits for FY 2020.,
SARO-ROVI-20-0000761,"587,795.00",02/12/2020 16:36:15,02/13/2020 08:47:36,07 - Department of Education (DepEd),001 - Office of the Secretary,0806003 - Division of Capiz,"Release of allotment to cover Terminal Leave benefits of Ms. Nora F. Honrado, retired Nurse II. (DMS Ref. No. 2020-ROVI-0016129)",
SARO-BMB-E-20-0000760,"179,247.00",02/12/2020 16:22:27,02/14/2020 17:11:35,10 - Department of Environment and Natural Resources (DENR),002 - Environmental Management Bureau,0300006 - Regional Office - VI,"To cover payment of Terminal Leave Benefits of Ms. Sofronia A. Alanes who retired (optional) from government service effective July 1, 2018.",
SARO-OSEC-20-0000759,"387,996,266.00",02/12/2020 15:44:17,02/18/2020 17:25:12,11 - Department of Finance (DOF),005 - Bureau of the Treasury,0100000 - Central Office,"To cover the funding requirements for the implementation of priority programs and projects of various local government units (LGUs) per attached Schedule A, chargeable against the FY 2019 Local Government Support Fund-Other Financial Assistance to LGUs, FY 2019 General Appropriations Act, Republic Act No. 11260.",
SARO-BMB-C-20-0000758,"578,770.00",02/12/2020 15:25:48,02/13/2020 15:46:16,06 - Department of Budget and Management (DBM),001 - Office of the Secretary,0300014 - Regional Office - CAR,"To cover payment of the FY 2018 Performance-Based Bonus pursuant to Executive Order No. 80 dated July 20, 2012 and AO 25 Inter-Agency Task force Memorandum Circular No. 2018-1 dated May 28, 2018.",
SARO-BMB-C-20-0000757,"471,777.00",02/12/2020 15:25:05,02/13/2020 15:46:16,06 - Department of Budget and Management (DBM),001 - Office of the Secretary,0300016 - Regional Office - XIII,"To cover payment of the FY 2018 Performance-Based Bonus pursuant to Executive Order No. 80 dated July 20, 2012 and AO 25 Inter-Agency Task force Memorandum Circular No. 2018-1 dated May 28, 2018.",
SARO-BMB-C-20-0000756,"601,543.00",02/12/2020 15:24:33,02/13/2020 15:46:16,06 - Department of Budget and Management (DBM),001 - Office of the Secretary,0300012 - Regional Office - XII,"To cover payment of the FY 2018 Performance-Based Bonus pursuant to Executive Order No. 80 dated July 20, 2012 and AO 25 Inter-Agency Task force Memorandum Circular No. 2018-1 dated May 28, 2018.",
SARO-BMB-C-20-0000755,"517,856.00",02/12/2020 15:24:03,02/13/2020 15:46:16,06 - Department of Budget and Management (DBM),001 - Office of the Secretary,0300011 - Regional Office XI,"To cover payment of the FY 2018 Performance Based Bonus pursuant to Executive Order No. 80 dated July 20, 2012 and AO 25 Inter-Agency Task Force Memorandum Circular No. 2018-1 dated May 28, 2018.",
SARO-BMB-C-20-0000754,"480,757.00",02/12/2020 15:23:31,02/13/2020 15:46:16,06 - Department of Budget and Management (DBM),001 - Office of the Secretary,0300010 - Regional Office X,"To cover payment of the FY 2018 Performance Based Bonus pursuant to Executive Order No. 80 dated July 20, 2012 and AO 25 Inter-Agency Task force Memorandum Circular No. 2018-1 dated May 28, 2018.",
SARO-BMB-C-20-0000753,"433,118.00",02/12/2020 15:22:40,02/13/2020 15:46:16,06 - Department of Budget and Management (DBM),001 - Office of the Secretary,0300009 - Regional Office IX,"To cover payment of the FY 2018 Performance Based Bonus pursuant to Executive Order No. 80 dated July 20, 2012 and AO 25 Inter-Agency Task Force Memorandum Circular No. 2018-1 dated May 28, 2018.",
SARO-BMB-C-20-0000752,"576,602.00",02/12/2020 15:22:06,02/13/2020 15:46:16,06 - Department of Budget and Management (DBM),001 - Office of the Secretary,0300008 - Regional Office VIII,"To cover payment of the FY 2018 Performance Based Bonus pursuant to Executive Order No. 80 dated July 20, 2012 and AO 25 Inter-Agency Task Force Memorandum Circular No. 2018-1 dated May 28, 2018.",
SARO-BMB-C-20-0000751,"767,204.00",02/12/2020 15:21:30,02/13/2020 15:46:16,06 - Department of Budget and Management (DBM),001 - Office of the Secretary,0300007 - Regional Office VII,"To cover payment of the FY 2018 Performance Based Bonus pursuant to Executive Order No. 80 dated July 20, 2012 and AO 25 Inter-Agency Task Force Memorandum Circular No. 2018-1 dated May 28, 2018.",
SARO-BMB-C-20-0000750,"592,394.00",02/12/2020 15:20:51,02/13/2020 15:46:16,06 - Department of Budget and Management (DBM),001 - Office of the Secretary,0300006 - Regional Office VI,"To cover payment of the FY 2018 Performance Based Bonus pursuant to Executive Order No. 80 dated July 20, 2012 and AO 25 Inter-Agency Task Force Memorandum Circular No. 2018-1 dated May 28, 2018.",
